species,X,Y,geometry
Haliaeetus leucocephalus,1217471.4425596984,457244.83241795603,"c(1217471.4425597, 457244.832417956)"
Haliaeetus leucocephalus,1135138.5856065282,475517.9964012665,"c(1135138.58560653, 475517.996401266)"
Haliaeetus leucocephalus,996367.4980624089,817292.5395969318,"c(996367.498062409, 817292.539596932)"
Haliaeetus leucocephalus,1242338.1774037178,481097.8853713961,"c(1242338.17740372, 481097.885371396)"
Haliaeetus leucocephalus,1206093.4677623983,527431.2171065,"c(1206093.4677624, 527431.2171065)"
Haliaeetus leucocephalus,1080278.9173706956,509129.07354861754,"c(1080278.9173707, 509129.073548618)"
Haliaeetus leucocephalus,1211190.4722231093,462435.6826030148,"c(1211190.47222311, 462435.682603015)"
Haliaeetus leucocephalus,1033592.7643965512,436079.5413250022,"c(1033592.76439655, 436079.541325002)"
Haliaeetus leucocephalus,755176.9255881815,1326924.6750304399,"c(755176.925588181, 1326924.67503044)"
Haliaeetus leucocephalus,1243698.1352885158,757438.7512158102,"c(1243698.13528852, 757438.75121581)"
Haliaeetus leucocephalus,593722.0464006108,982211.1910617517,"c(593722.046400611, 982211.191061752)"
Haliaeetus leucocephalus,1295059.7560091112,479157.86120442214,"c(1295059.75600911, 479157.861204422)"
Haliaeetus leucocephalus,1470089.1344520515,570006.4678148604,"c(1470089.13445205, 570006.46781486)"
Haliaeetus leucocephalus,1233594.87995771,891332.473750907,"c(1233594.87995771, 891332.473750907)"
Haliaeetus leucocephalus,1147954.0754733894,468017.57741773746,"c(1147954.07547339, 468017.577417737)"
Haliaeetus leucocephalus,1144744.660286976,469279.4629884086,"c(1144744.66028698, 469279.462988409)"
Haliaeetus leucocephalus,1287040.124639304,637067.1031611139,"c(1287040.1246393, 637067.103161114)"
Haliaeetus leucocephalus,1215654.5769736907,481028.59729105583,"c(1215654.57697369, 481028.597291056)"
Haliaeetus leucocephalus,1175789.7890755408,408710.50003340177,"c(1175789.78907554, 408710.500033402)"
Haliaeetus leucocephalus,1191496.8870434565,393065.1080527325,"c(1191496.88704346, 393065.108052732)"
Haliaeetus leucocephalus,1233896.5643805084,593635.1031997219,"c(1233896.56438051, 593635.103199722)"
Haliaeetus leucocephalus,1204601.2803872905,474855.556676059,"c(1204601.28038729, 474855.556676059)"
Haliaeetus leucocephalus,1448418.8666553474,648689.1668361558,"c(1448418.86665535, 648689.166836156)"
Haliaeetus leucocephalus,1034196.9574664535,513107.6211477936,"c(1034196.95746645, 513107.621147794)"
Haliaeetus leucocephalus,1219855.535042121,457420.45475537353,"c(1219855.53504212, 457420.454755374)"
Haliaeetus leucocephalus,1090722.1351399086,501483.99887719774,"c(1090722.13513991, 501483.998877198)"
Haliaeetus leucocephalus,1404557.7520565765,632272.9616524974,"c(1404557.75205658, 632272.961652497)"
Haliaeetus leucocephalus,1734424.3200291449,535914.5928377972,"c(1734424.32002914, 535914.592837797)"
Haliaeetus leucocephalus,1684803.7545095114,502519.333192964,"c(1684803.75450951, 502519.333192964)"
Haliaeetus leucocephalus,955937.1820740517,1159324.2534542962,"c(955937.182074052, 1159324.2534543)"
Haliaeetus leucocephalus,1199489.511452746,476049.01093382307,"c(1199489.51145275, 476049.010933823)"
Haliaeetus leucocephalus,1470089.5120285018,484811.43076358055,"c(1470089.5120285, 484811.430763581)"
Haliaeetus leucocephalus,1248820.9398697717,487948.76187200047,"c(1248820.93986977, 487948.761872)"
Haliaeetus leucocephalus,1295446.6821403503,480578.45310201513,"c(1295446.68214035, 480578.453102015)"
Haliaeetus leucocephalus,1474088.018901678,655442.5655798372,"c(1474088.01890168, 655442.565579837)"
Haliaeetus leucocephalus,1008914.6204928128,598714.4383352075,"c(1008914.62049281, 598714.438335208)"
Haliaeetus leucocephalus,1494008.0496843795,467778.88710554654,"c(1494008.04968438, 467778.887105547)"
Haliaeetus leucocephalus,1471530.2614765991,474598.36934340233,"c(1471530.2614766, 474598.369343402)"
Haliaeetus leucocephalus,1197165.3052620143,385401.83164925745,"c(1197165.30526201, 385401.831649257)"
Haliaeetus leucocephalus,1249992.2391006886,454466.0823965667,"c(1249992.23910069, 454466.082396567)"
Haliaeetus leucocephalus,1077723.0340281385,514126.75857715565,"c(1077723.03402814, 514126.758577156)"
Haliaeetus leucocephalus,1156504.1489147306,448864.4669253034,"c(1156504.14891473, 448864.466925303)"
Haliaeetus leucocephalus,1142804.4887364688,472117.51995867206,"c(1142804.48873647, 472117.519958672)"
Haliaeetus leucocephalus,1156861.5832009178,446981.8625719034,"c(1156861.58320092, 446981.862571903)"
Haliaeetus leucocephalus,1189070.30544451,385492.5847823052,"c(1189070.30544451, 385492.584782305)"
Haliaeetus leucocephalus,1065880.214711367,526489.4546430928,"c(1065880.21471137, 526489.454643093)"
Haliaeetus leucocephalus,1191073.5103053548,390438.0166532288,"c(1191073.51030535, 390438.016653229)"
Haliaeetus leucocephalus,1071882.7212561376,521320.69947461237,"c(1071882.72125614, 521320.699474612)"
Haliaeetus leucocephalus,1179892.1567323671,398632.2586251897,"c(1179892.15673237, 398632.25862519)"
Haliaeetus leucocephalus,1243377.9413049354,450311.9753601985,"c(1243377.94130494, 450311.975360199)"
Haliaeetus leucocephalus,1483420.9102064257,582822.943169196,"c(1483420.91020643, 582822.943169196)"
Haliaeetus leucocephalus,1215766.2937815194,451228.1369117977,"c(1215766.29378152, 451228.136911798)"
Haliaeetus leucocephalus,1174006.2665790587,378295.5684938921,"c(1174006.26657906, 378295.568493892)"
Haliaeetus leucocephalus,1214874.652256877,452126.8862347002,"c(1214874.65225688, 452126.8862347)"
Haliaeetus leucocephalus,929284.8597150614,1020968.9537982767,"c(929284.859715061, 1020968.95379828)"
Haliaeetus leucocephalus,1449243.9246034287,669033.5400138029,"c(1449243.92460343, 669033.540013803)"
Haliaeetus leucocephalus,1198986.9464828451,381134.70869182155,"c(1198986.94648285, 381134.708691822)"
Haliaeetus leucocephalus,1259195.430340183,466877.01019898645,"c(1259195.43034018, 466877.010198986)"
Haliaeetus leucocephalus,1454540.2546034004,536040.814592221,"c(1454540.2546034, 536040.814592221)"
Haliaeetus leucocephalus,1631547.1039862419,732976.7635496331,"c(1631547.10398624, 732976.763549633)"
Haliaeetus leucocephalus,1300285.3172218245,475075.8636405314,"c(1300285.31722182, 475075.863640531)"
Haliaeetus leucocephalus,1172763.0514987865,418491.402661816,"c(1172763.05149879, 418491.402661816)"
Haliaeetus leucocephalus,1569595.853521449,475617.4988879696,"c(1569595.85352145, 475617.49888797)"
Haliaeetus leucocephalus,1174855.3101561517,369662.79143508995,"c(1174855.31015615, 369662.79143509)"
Haliaeetus leucocephalus,1126168.9401049092,479992.32576440606,"c(1126168.94010491, 479992.325764406)"
Haliaeetus leucocephalus,1228006.8059086213,453490.13617089816,"c(1228006.80590862, 453490.136170898)"
Haliaeetus leucocephalus,1160854.9881576386,383349.4541622547,"c(1160854.98815764, 383349.454162255)"
Haliaeetus leucocephalus,1253268.7088763504,456709.6063027795,"c(1253268.70887635, 456709.60630278)"
Haliaeetus leucocephalus,1108232.240949753,540814.8269067502,"c(1108232.24094975, 540814.82690675)"
Haliaeetus leucocephalus,1215011.3341874103,461149.9669824597,"c(1215011.33418741, 461149.96698246)"
Haliaeetus leucocephalus,1722071.669162888,625472.1651764939,"c(1722071.66916289, 625472.165176494)"
Haliaeetus leucocephalus,1657271.775457556,565866.3215530694,"c(1657271.77545756, 565866.321553069)"
Haliaeetus leucocephalus,1664999.7946059373,708768.8660536226,"c(1664999.79460594, 708768.866053623)"
Haliaeetus leucocephalus,1212700.1524531252,457311.015642563,"c(1212700.15245313, 457311.015642563)"
Haliaeetus leucocephalus,1231102.3607044267,457325.71276279056,"c(1231102.36070443, 457325.712762791)"
Haliaeetus leucocephalus,1164467.5832098736,495779.88689432386,"c(1164467.58320987, 495779.886894324)"
Haliaeetus leucocephalus,1294133.3878581286,477629.0528211373,"c(1294133.38785813, 477629.052821137)"
Haliaeetus leucocephalus,1215692.8334138452,449895.4993672861,"c(1215692.83341385, 449895.499367286)"
Haliaeetus leucocephalus,1145746.825465833,465521.026302696,"c(1145746.82546583, 465521.026302696)"
Haliaeetus leucocephalus,1191347.6118857465,393329.51530542126,"c(1191347.61188575, 393329.515305421)"
Haliaeetus leucocephalus,1203942.5076137828,476778.208410148,"c(1203942.50761378, 476778.208410148)"
Haliaeetus leucocephalus,1155126.7463246486,450462.78493969544,"c(1155126.74632465, 450462.784939695)"
Haliaeetus leucocephalus,1194337.2196398037,395561.64261422557,"c(1194337.2196398, 395561.642614226)"
Haliaeetus leucocephalus,1105289.937035608,539376.1448787375,"c(1105289.93703561, 539376.144878738)"
Haliaeetus leucocephalus,1189429.0326947733,397748.8221521228,"c(1189429.03269477, 397748.822152123)"
Haliaeetus leucocephalus,1235176.2031477336,452193.69327609724,"c(1235176.20314773, 452193.693276097)"
Haliaeetus leucocephalus,1207427.5378102679,487041.7680702977,"c(1207427.53781027, 487041.768070298)"
Haliaeetus leucocephalus,1638428.3759250348,632021.8398221716,"c(1638428.37592503, 632021.839822172)"
Haliaeetus leucocephalus,1151762.2818600456,459990.5836705854,"c(1151762.28186005, 459990.583670585)"
Haliaeetus leucocephalus,1279981.8407208172,457597.51023589185,"c(1279981.84072082, 457597.510235892)"
Haliaeetus leucocephalus,1295865.5921606494,469087.80474623304,"c(1295865.59216065, 469087.804746233)"
Haliaeetus leucocephalus,1199351.455241592,485264.260237636,"c(1199351.45524159, 485264.260237636)"
Haliaeetus leucocephalus,1148616.2337240833,451430.42365167313,"c(1148616.23372408, 451430.423651673)"
Haliaeetus leucocephalus,1253665.836862036,752419.9453829855,"c(1253665.83686204, 752419.945382986)"
Haliaeetus leucocephalus,1240879.092642854,461505.7741291987,"c(1240879.09264285, 461505.774129199)"
Haliaeetus leucocephalus,1208493.660476051,479587.2774698251,"c(1208493.66047605, 479587.277469825)"
Haliaeetus leucocephalus,1265201.7773310025,461058.9795403441,"c(1265201.777331, 461058.979540344)"
Haliaeetus leucocephalus,1194442.9375322964,386649.1572741983,"c(1194442.9375323, 386649.157274198)"
Haliaeetus leucocephalus,1160038.7607149016,499719.8622224535,"c(1160038.7607149, 499719.862222454)"
Haliaeetus leucocephalus,1635281.537787629,727993.2445914766,"c(1635281.53778763, 727993.244591477)"
Haliaeetus leucocephalus,1073862.815596068,517140.43480908265,"c(1073862.81559607, 517140.434809083)"
Haliaeetus leucocephalus,1205277.2491752517,475067.4677595303,"c(1205277.24917525, 475067.46775953)"
Haliaeetus leucocephalus,1151615.3918002706,451254.4548882459,"c(1151615.39180027, 451254.454888246)"
Haliaeetus leucocephalus,1178960.6315444103,443056.2692998691,"c(1178960.63154441, 443056.269299869)"
Haliaeetus leucocephalus,1458622.9869117949,471787.6834718037,"c(1458622.9869118, 471787.683471804)"
Haliaeetus leucocephalus,1279809.2434603483,457131.1927249488,"c(1279809.24346035, 457131.192724949)"
Haliaeetus leucocephalus,1144814.366430404,527931.3324037137,"c(1144814.3664304, 527931.332403714)"
Haliaeetus leucocephalus,1192732.2886958127,488949.85380123224,"c(1192732.28869581, 488949.853801232)"
Haliaeetus leucocephalus,992996.6575492114,470963.47100975114,"c(992996.657549211, 470963.471009751)"
Haliaeetus leucocephalus,1088758.1647908324,494015.51861406467,"c(1088758.16479083, 494015.518614065)"
Haliaeetus leucocephalus,1471280.8280283755,571131.6086519329,"c(1471280.82802838, 571131.608651933)"
Haliaeetus leucocephalus,1191212.4777899713,401852.7459426642,"c(1191212.47778997, 401852.745942664)"
Haliaeetus leucocephalus,1224132.0546883508,456036.63591620914,"c(1224132.05468835, 456036.635916209)"
Haliaeetus leucocephalus,1301756.0783181451,474833.77930287505,"c(1301756.07831815, 474833.779302875)"
Haliaeetus leucocephalus,1429966.0121906553,499454.5017218046,"c(1429966.01219066, 499454.501721805)"
Haliaeetus leucocephalus,1197998.7725442487,384535.6502039048,"c(1197998.77254425, 384535.650203905)"
Haliaeetus leucocephalus,1309402.1619237028,1267986.4810621382,"c(1309402.1619237, 1267986.48106214)"
Haliaeetus leucocephalus,1323033.1616035213,754803.9425095213,"c(1323033.16160352, 754803.942509521)"
Haliaeetus leucocephalus,1224322.2626189375,561422.4661614659,"c(1224322.26261894, 561422.466161466)"
Haliaeetus leucocephalus,1191616.5179088162,402025.4828578905,"c(1191616.51790882, 402025.48285789)"
Haliaeetus leucocephalus,1237535.356497637,1013809.1611805389,"c(1237535.35649764, 1013809.16118054)"
Haliaeetus leucocephalus,1182801.2145228055,393516.8965513735,"c(1182801.21452281, 393516.896551373)"
Haliaeetus leucocephalus,1206223.3884964162,457640.48318907554,"c(1206223.38849642, 457640.483189076)"
Haliaeetus leucocephalus,1070950.9955483908,531931.0020215589,"c(1070950.99554839, 531931.002021559)"
Haliaeetus leucocephalus,1212160.5312732572,485491.3587295094,"c(1212160.53127326, 485491.358729509)"
Haliaeetus leucocephalus,1204693.397244288,525256.2882576468,"c(1204693.39724429, 525256.288257647)"
Haliaeetus leucocephalus,1193208.823406858,397141.369436701,"c(1193208.82340686, 397141.369436701)"
Haliaeetus leucocephalus,1208905.2393760479,454574.4932998299,"c(1208905.23937605, 454574.49329983)"
Haliaeetus leucocephalus,1732455.4278387665,596903.5723703546,"c(1732455.42783877, 596903.572370355)"
Haliaeetus leucocephalus,1105840.833766228,541420.4723928106,"c(1105840.83376623, 541420.472392811)"
Haliaeetus leucocephalus,1386290.8580430807,578111.3538644373,"c(1386290.85804308, 578111.353864437)"
Haliaeetus leucocephalus,1076903.2582259586,514063.5561162722,"c(1076903.25822596, 514063.556116272)"
Haliaeetus leucocephalus,1606766.5178713768,510218.1087868704,"c(1606766.51787138, 510218.10878687)"
Haliaeetus leucocephalus,836174.6496124854,1059655.7348545934,"c(836174.649612485, 1059655.73485459)"
Haliaeetus leucocephalus,1481395.5005161995,621486.2721064392,"c(1481395.5005162, 621486.272106439)"
Haliaeetus leucocephalus,1294181.5238721096,477750.1017126936,"c(1294181.52387211, 477750.101712694)"
Haliaeetus leucocephalus,749317.2238026588,1400946.7054962262,"c(749317.223802659, 1400946.70549623)"
Haliaeetus leucocephalus,1371723.3298180145,579914.8936361142,"c(1371723.32981801, 579914.893636114)"
Haliaeetus leucocephalus,1232052.751392915,456903.7022178711,"c(1232052.75139291, 456903.702217871)"
Haliaeetus leucocephalus,1159793.0046798894,497759.4910643871,"c(1159793.00467989, 497759.491064387)"
Haliaeetus leucocephalus,1197737.0022084229,388427.6840945426,"c(1197737.00220842, 388427.684094543)"
Haliaeetus leucocephalus,1074910.505091785,527621.9837011233,"c(1074910.50509178, 527621.983701123)"
Haliaeetus leucocephalus,1176986.6213633488,415768.14108291117,"c(1176986.62136335, 415768.141082911)"
Haliaeetus leucocephalus,1053555.9765169797,559080.1920876678,"c(1053555.97651698, 559080.192087668)"
Haliaeetus leucocephalus,1058541.803822317,545347.7547760871,"c(1058541.80382232, 545347.754776087)"
Haliaeetus leucocephalus,1209202.6576849099,474235.94458794,"c(1209202.65768491, 474235.94458794)"
Haliaeetus leucocephalus,1551892.0798901122,476228.33148820535,"c(1551892.07989011, 476228.331488205)"
Haliaeetus leucocephalus,1397298.3156787409,641650.5320242452,"c(1397298.31567874, 641650.532024245)"
Haliaeetus leucocephalus,1136573.1672248403,455393.53815752355,"c(1136573.16722484, 455393.538157524)"
Haliaeetus leucocephalus,1026686.0373077381,836326.2002681993,"c(1026686.03730774, 836326.200268199)"
Haliaeetus leucocephalus,1566429.0292602521,483407.80511390686,"c(1566429.02926025, 483407.805113907)"
Haliaeetus leucocephalus,1238665.7565202417,457623.402548628,"c(1238665.75652024, 457623.402548628)"
Haliaeetus leucocephalus,1215206.0772704536,456321.24331503006,"c(1215206.07727045, 456321.24331503)"
Haliaeetus leucocephalus,1204985.8314685856,524483.8829187145,"c(1204985.83146859, 524483.882918715)"
Haliaeetus leucocephalus,1210018.5959157273,461722.49033403676,"c(1210018.59591573, 461722.490334037)"
Haliaeetus leucocephalus,1470704.7186604424,569936.1402369646,"c(1470704.71866044, 569936.140236965)"
Haliaeetus leucocephalus,1383908.9502693252,636741.8526765613,"c(1383908.95026933, 636741.852676561)"
Haliaeetus leucocephalus,1189465.0466210644,394218.45982372976,"c(1189465.04662106, 394218.45982373)"
Haliaeetus leucocephalus,1492169.1304491165,604537.3451878338,"c(1492169.13044912, 604537.345187834)"
Haliaeetus leucocephalus,1077313.1181293372,518148.8059380067,"c(1077313.11812934, 518148.805938007)"
Haliaeetus leucocephalus,1133064.2440777342,494644.437806173,"c(1133064.24407773, 494644.437806173)"
Haliaeetus leucocephalus,1289066.914912688,461362.90345781395,"c(1289066.91491269, 461362.903457814)"
Haliaeetus leucocephalus,1214087.9753395116,478473.9295875619,"c(1214087.97533951, 478473.929587562)"
Haliaeetus leucocephalus,1086496.7811042948,471847.6663896861,"c(1086496.78110429, 471847.666389686)"
Haliaeetus leucocephalus,824923.9216310765,1006183.222734269,"c(824923.921631076, 1006183.22273427)"
Haliaeetus leucocephalus,1096990.1709633407,472300.49132065056,"c(1096990.17096334, 472300.491320651)"
Haliaeetus leucocephalus,1548237.0148373889,690931.469937606,"c(1548237.01483739, 690931.469937606)"
Haliaeetus leucocephalus,1154504.911947284,458403.8606245854,"c(1154504.91194728, 458403.860624585)"
Haliaeetus leucocephalus,1070168.2250889128,430242.0416634303,"c(1070168.22508891, 430242.04166343)"
Haliaeetus leucocephalus,1180876.8999362309,373232.8358539793,"c(1180876.89993623, 373232.835853979)"
Haliaeetus leucocephalus,1120120.086511276,480119.548226667,"c(1120120.08651128, 480119.548226667)"
Haliaeetus leucocephalus,1476578.9326730527,484198.0842086445,"c(1476578.93267305, 484198.084208645)"
Haliaeetus leucocephalus,1247938.8873251437,472941.52131551964,"c(1247938.88732514, 472941.52131552)"
Haliaeetus leucocephalus,1795226.7029730307,546997.5779596678,"c(1795226.70297303, 546997.577959668)"
Haliaeetus leucocephalus,1550125.6446925153,637501.2930974569,"c(1550125.64469252, 637501.293097457)"
Haliaeetus leucocephalus,1300234.2307056887,473560.78045149945,"c(1300234.23070569, 473560.780451499)"
Haliaeetus leucocephalus,1492171.230054926,669606.2849087684,"c(1492171.23005493, 669606.284908768)"
Haliaeetus leucocephalus,1121648.4219280216,466819.3585185973,"c(1121648.42192802, 466819.358518597)"
Haliaeetus leucocephalus,1050200.5180430287,518780.8105131343,"c(1050200.51804303, 518780.810513134)"
Haliaeetus leucocephalus,1189942.511258601,389524.15587211767,"c(1189942.5112586, 389524.155872118)"
Haliaeetus leucocephalus,1268758.079742991,469753.59682630404,"c(1268758.07974299, 469753.596826304)"
Haliaeetus leucocephalus,607844.7222897649,969512.5969786411,"c(607844.722289765, 969512.596978641)"
Haliaeetus leucocephalus,1231949.2046876764,468151.1103145607,"c(1231949.20468768, 468151.110314561)"
Haliaeetus leucocephalus,1469658.2840532854,471840.6086538495,"c(1469658.28405329, 471840.60865385)"
Haliaeetus leucocephalus,1466464.1722847174,646154.560048739,"c(1466464.17228472, 646154.560048739)"
Haliaeetus leucocephalus,1123423.4486616384,478764.4614142372,"c(1123423.44866164, 478764.461414237)"
Haliaeetus leucocephalus,1297872.7478918731,468295.68735346716,"c(1297872.74789187, 468295.687353467)"
Haliaeetus leucocephalus,838309.4107290652,900597.6371269131,"c(838309.410729065, 900597.637126913)"
Haliaeetus leucocephalus,1088353.8427864618,749116.6792189265,"c(1088353.84278646, 749116.679218926)"
Haliaeetus leucocephalus,1399912.1958513637,644638.0292585725,"c(1399912.19585136, 644638.029258572)"
Haliaeetus leucocephalus,1177740.2664932695,408127.88463330775,"c(1177740.26649327, 408127.884633308)"
Haliaeetus leucocephalus,1201228.9448612595,418591.97520834196,"c(1201228.94486126, 418591.975208342)"
Haliaeetus leucocephalus,1580858.3530748214,585375.2138747661,"c(1580858.35307482, 585375.213874766)"
Haliaeetus leucocephalus,1081687.059408408,520222.1236534005,"c(1081687.05940841, 520222.1236534)"
Haliaeetus leucocephalus,1072480.8151481082,520494.4166489278,"c(1072480.81514811, 520494.416648928)"
Haliaeetus leucocephalus,1109471.7771981785,534097.7472971184,"c(1109471.77719818, 534097.747297118)"
Haliaeetus leucocephalus,1201066.2678256128,474398.76722879335,"c(1201066.26782561, 474398.767228793)"
Haliaeetus leucocephalus,1093521.5186803436,493834.27038124803,"c(1093521.51868034, 493834.270381248)"
Haliaeetus leucocephalus,1205683.0069461588,476366.11447143275,"c(1205683.00694616, 476366.114471433)"
Haliaeetus leucocephalus,856196.2646483445,796010.2444952979,"c(856196.264648344, 796010.244495298)"
Haliaeetus leucocephalus,1613061.444913763,563173.6553279947,"c(1613061.44491376, 563173.655327995)"
Haliaeetus leucocephalus,1231973.0955499685,457390.15740463126,"c(1231973.09554997, 457390.157404631)"
Haliaeetus leucocephalus,1189850.886790411,411900.3732725651,"c(1189850.88679041, 411900.373272565)"
Haliaeetus leucocephalus,1322609.3266725668,662866.9516013681,"c(1322609.32667257, 662866.951601368)"
Haliaeetus leucocephalus,1071145.1088859928,515566.50520918396,"c(1071145.10888599, 515566.505209184)"
Haliaeetus leucocephalus,1719898.442580879,632871.4331380753,"c(1719898.44258088, 632871.433138075)"
Haliaeetus leucocephalus,1584278.7210257663,614527.0865999856,"c(1584278.72102577, 614527.086599986)"
Haliaeetus leucocephalus,1708643.9233664437,656200.1812786827,"c(1708643.92336644, 656200.181278683)"
Haliaeetus leucocephalus,918398.7724804868,1102393.6044931524,"c(918398.772480487, 1102393.60449315)"
Haliaeetus leucocephalus,1149380.972091375,469191.74525825575,"c(1149380.97209137, 469191.745258256)"
Haliaeetus leucocephalus,967795.7723167159,619446.107674452,"c(967795.772316716, 619446.107674452)"
Haliaeetus leucocephalus,1465687.225423405,672285.683820858,"c(1465687.2254234, 672285.683820858)"
Haliaeetus leucocephalus,1647986.860119662,550998.4675541817,"c(1647986.86011966, 550998.467554182)"
Haliaeetus leucocephalus,894245.992696496,1147143.2141785051,"c(894245.992696496, 1147143.21417851)"
Haliaeetus leucocephalus,1707468.9287109962,658178.739675515,"c(1707468.928711, 658178.739675515)"
Haliaeetus leucocephalus,1709664.98433677,655511.829684439,"c(1709664.98433677, 655511.829684439)"
Haliaeetus leucocephalus,1470987.1622245247,471752.0974260536,"c(1470987.16222452, 471752.097426054)"
Haliaeetus leucocephalus,1130545.752666351,519134.15258278785,"c(1130545.75266635, 519134.152582788)"
Haliaeetus leucocephalus,1202797.3646412096,471501.9378236817,"c(1202797.36464121, 471501.937823682)"
Haliaeetus leucocephalus,1112095.0715384064,482919.66212912643,"c(1112095.07153841, 482919.662129126)"
Haliaeetus leucocephalus,1725460.4710625226,563750.1716734711,"c(1725460.47106252, 563750.171673471)"
Haliaeetus leucocephalus,1285342.9466838967,452297.68562010425,"c(1285342.9466839, 452297.685620104)"
Haliaeetus leucocephalus,1288792.9401593406,466309.37587134907,"c(1288792.94015934, 466309.375871349)"
Haliaeetus leucocephalus,1228081.082232138,594435.3431943307,"c(1228081.08223214, 594435.343194331)"
Haliaeetus leucocephalus,966979.4934566614,1117807.145956146,"c(966979.493456661, 1117807.14595615)"
Haliaeetus leucocephalus,1103189.380294193,396440.52918309165,"c(1103189.38029419, 396440.529183092)"
Haliaeetus leucocephalus,1243950.6607025214,463280.7937321287,"c(1243950.66070252, 463280.793732129)"
Haliaeetus leucocephalus,1256825.2085706245,728431.3035906502,"c(1256825.20857062, 728431.30359065)"
Haliaeetus leucocephalus,1295007.9827233003,478419.145183225,"c(1295007.9827233, 478419.145183225)"
Haliaeetus leucocephalus,1055913.239679274,560436.0000544974,"c(1055913.23967927, 560436.000054497)"
Haliaeetus leucocephalus,1147991.2374772215,464000.6220713481,"c(1147991.23747722, 464000.622071348)"
Haliaeetus leucocephalus,1098756.3042999972,489780.965231156,"c(1098756.3043, 489780.965231156)"
Haliaeetus leucocephalus,1740416.9547045482,572089.424004289,"c(1740416.95470455, 572089.424004289)"
Haliaeetus leucocephalus,593090.026355715,933757.059345994,"c(593090.026355715, 933757.059345994)"
Haliaeetus leucocephalus,1082188.2563941542,621480.6613242647,"c(1082188.25639415, 621480.661324265)"
Haliaeetus leucocephalus,722393.0034683158,1035015.0660946587,"c(722393.003468316, 1035015.06609466)"
Haliaeetus leucocephalus,1478616.5402924353,639157.2296816551,"c(1478616.54029244, 639157.229681655)"
Haliaeetus leucocephalus,1057058.853045736,564581.6061240559,"c(1057058.85304574, 564581.606124056)"
Haliaeetus leucocephalus,1630624.626820185,536933.1345747777,"c(1630624.62682018, 536933.134574778)"
Haliaeetus leucocephalus,953624.7708680863,637145.3111854492,"c(953624.770868086, 637145.311185449)"
Haliaeetus leucocephalus,1166949.087572475,424605.7973559538,"c(1166949.08757247, 424605.797355954)"
Haliaeetus leucocephalus,1058351.7465750938,547012.6196871352,"c(1058351.74657509, 547012.619687135)"
Haliaeetus leucocephalus,1080859.9512453591,519463.4023420191,"c(1080859.95124536, 519463.402342019)"
Haliaeetus leucocephalus,1472724.492068622,569225.5695156616,"c(1472724.49206862, 569225.569515662)"
Haliaeetus leucocephalus,1193318.938824188,393517.65085790155,"c(1193318.93882419, 393517.650857902)"
Haliaeetus leucocephalus,1247912.8611236764,463977.0225507249,"c(1247912.86112368, 463977.022550725)"
Haliaeetus leucocephalus,1244906.318330008,474646.5941745888,"c(1244906.31833001, 474646.594174589)"
Haliaeetus leucocephalus,1037281.2162882701,575239.5914465125,"c(1037281.21628827, 575239.591446512)"
Haliaeetus leucocephalus,1295463.686863508,482205.46998330596,"c(1295463.68686351, 482205.469983306)"
Haliaeetus leucocephalus,1214095.7157857832,451263.8486882408,"c(1214095.71578578, 451263.848688241)"
Haliaeetus leucocephalus,1432325.3906908724,661336.7394950751,"c(1432325.39069087, 661336.739495075)"
Haliaeetus leucocephalus,1188606.8512311724,386633.94344635843,"c(1188606.85123117, 386633.943446358)"
Haliaeetus leucocephalus,1207446.4945442786,479825.6757054777,"c(1207446.49454428, 479825.675705478)"
Haliaeetus leucocephalus,1472689.4939019824,474762.54902450036,"c(1472689.49390198, 474762.5490245)"
Haliaeetus leucocephalus,1212012.2217361936,460278.702050477,"c(1212012.22173619, 460278.702050477)"
Haliaeetus leucocephalus,1303330.6619709283,471055.01280596573,"c(1303330.66197093, 471055.012805966)"
Haliaeetus leucocephalus,1200016.4953833006,508442.80274776835,"c(1200016.4953833, 508442.802747768)"
Haliaeetus leucocephalus,1155465.1211620865,448946.9713594993,"c(1155465.12116209, 448946.971359499)"
Haliaeetus leucocephalus,1736954.1135686366,582881.1038523151,"c(1736954.11356864, 582881.103852315)"
Haliaeetus leucocephalus,1317456.7935399143,764444.3880106905,"c(1317456.79353991, 764444.38801069)"
Haliaeetus leucocephalus,1274527.2017044814,1251075.9724857549,"c(1274527.20170448, 1251075.97248575)"
Haliaeetus leucocephalus,1184818.8467746708,379979.24768402596,"c(1184818.84677467, 379979.247684026)"
Haliaeetus leucocephalus,1205404.2246171327,476947.4745908599,"c(1205404.22461713, 476947.47459086)"
Haliaeetus leucocephalus,1182957.9253125617,385406.6739337512,"c(1182957.92531256, 385406.673933751)"
Haliaeetus leucocephalus,1479472.7080494186,611943.6052612792,"c(1479472.70804942, 611943.605261279)"
Haliaeetus leucocephalus,1218133.37350533,481161.2791737309,"c(1218133.37350533, 481161.279173731)"
Haliaeetus leucocephalus,1319739.6937614763,757158.0704736321,"c(1319739.69376148, 757158.070473632)"
Haliaeetus leucocephalus,1453433.4135479345,527958.3754446558,"c(1453433.41354793, 527958.375444656)"
Haliaeetus leucocephalus,1395387.0905081523,597493.9119186366,"c(1395387.09050815, 597493.911918637)"
Haliaeetus leucocephalus,1292851.0172965087,454943.0725609959,"c(1292851.01729651, 454943.072560996)"
Haliaeetus leucocephalus,1330871.7302725147,495289.48016535456,"c(1330871.73027251, 495289.480165355)"
