gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1668828293	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10553033/original.jpeg	https://www.inaturalist.org/photos/10553033					2017-08-30T23:51:12Z	Suzanne Carriere		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Suzanne Carriere
1640103613	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10279808/original.jpeg	https://www.inaturalist.org/photos/10279808					2017-09-07T03:29:06Z	J. Burke Korol		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	J. Burke Korol
1640071200	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10112137/original.jpeg	https://www.inaturalist.org/photos/10112137					2017-08-16T02:21:48Z	Ian Cruickshank		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ian Cruickshank
1640041685	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9140592/original.jpg	https://www.inaturalist.org/photos/9140592					2016-07-20T21:56:00Z	monique_chapman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	monique_chapman
1621804584	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9994088/original.jpeg	https://www.inaturalist.org/photos/9994088					2010-07-13T20:46:43Z	Shawn Billerman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Billerman
1621804584	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9994092/original.jpeg	https://www.inaturalist.org/photos/9994092					2010-07-13T20:47:01Z	Shawn Billerman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Billerman
1621804584	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9994087/original.jpeg	https://www.inaturalist.org/photos/9994087					2010-07-13T20:46:37Z	Shawn Billerman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Billerman
1621804584	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9994089/original.jpeg	https://www.inaturalist.org/photos/9994089					2010-07-13T20:46:55Z	Shawn Billerman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Billerman
1621803652	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9987156/original.jpeg	https://www.inaturalist.org/photos/9987156					2010-07-12T02:15:26Z	Shawn Billerman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Billerman
1621800977	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9970319/original.jpg	https://www.inaturalist.org/photos/9970319					2001-08-01T00:00:00Z	Lee E. Harding		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lee E. Harding
1621797043	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9948633/original.jpeg	https://www.inaturalist.org/photos/9948633					2009-06-04T11:33:27Z	Shawn Billerman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Billerman
1586150045	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9621545/original.jpg	https://www.inaturalist.org/photos/9621545					2017-08-02T17:12:55Z	Karly King Simpson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Karly King Simpson
1586150045	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9621547/original.jpg	https://www.inaturalist.org/photos/9621547					2017-08-02T17:12:55Z	Karly King Simpson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Karly King Simpson
1586119418	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9456357/original.jpeg	https://www.inaturalist.org/photos/9456357					2014-05-18T06:24:23Z	Kevin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kevin
1584408590	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9201049/original.jpeg	https://www.inaturalist.org/photos/9201049					2009-06-12T12:13:32Z	Shawn Billerman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Billerman
1584408590	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9201050/original.jpeg	https://www.inaturalist.org/photos/9201050					2009-06-12T12:15:57Z	Shawn Billerman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Billerman
1580491517	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9046625/original.jpg	https://www.inaturalist.org/photos/9046625					2015-08-15T16:12:00Z	monique_chapman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	monique_chapman
1580486595	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/8103648/original.jpeg	https://www.inaturalist.org/photos/8103648					2011-08-02T01:57:11Z	Suzanne Carriere		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Suzanne Carriere
